polarization_state,mean,median,count,min,max
M2,0.34656938564257067,0.3540221222383204,4,0.095036844350604,0.5831964537430379
M0,0.12604226145634057,0.27109607005064884,4,-0.48484226115590623,0.4468191668799708
M1,0.032527945658608504,0.09961646787344369,4,-0.2262896994563688,0.15716854634391542
